Event	Sub-task	Train Data (size, pos., neg.)	Dev Data (size, pos., neg.)	Test Data (size, pos., neg.)	model name	accuracy	CM	pos. F1	SQuAD_total	SQuAD_EM	SQuAD_F1	SQuAD_Pos. EM_F1_total	SQuAD_Pos. EM	SQuAD_Pos. F1	dev_threshold	dev_N	dev_F1	dev_P	dev_R	dev_TP	dev_FP	dev_FN	N	F1	P	R	TP	FP	FN
tested_negative	age	(7064, {'age': 10, 'close_contact': 40, 'gender_male': 124, 'gender_female': 48, 'how_long': 14, 'name': 353, 'relation': 61, 'when': 22, 'where': 77}, {'age': 7054, 'close_contact': 7024, 'gender_male': 6940, 'gender_female': 7016, 'how_long': 7050, 'name': 6711, 'relation': 7003, 'when': 7042, 'where': 6987})	(1913, {'age': 1, 'close_contact': 7, 'gender_male': 16, 'gender_female': 19, 'how_long': 6, 'name': 98, 'relation': 17, 'when': 9, 'where': 28}, {'age': 1912, 'close_contact': 1906, 'gender_male': 1897, 'gender_female': 1894, 'how_long': 1907, 'name': 1815, 'relation': 1896, 'when': 1904, 'where': 1885})	(3166, {'age': 3, 'close_contact': 11, 'gender_male': 51, 'gender_female': 20, 'how_long': 3, 'name': 148, 'relation': 24, 'when': 7, 'where': 21}, {'age': 3163, 'close_contact': 3155, 'gender_male': 3115, 'gender_female': 3146, 'how_long': 3163, 'name': 3018, 'relation': 3142, 'when': 3159, 'where': 3145})	MultiTaskBertForCovidEntityClassification	0.9990524320909665	[[3163, 0], [3, 0]]	0.0	282.0	98.93617021276596	98.93617021276596	3.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
tested_negative	close_contact	(7064, {'age': 10, 'close_contact': 40, 'gender_male': 124, 'gender_female': 48, 'how_long': 14, 'name': 353, 'relation': 61, 'when': 22, 'where': 77}, {'age': 7054, 'close_contact': 7024, 'gender_male': 6940, 'gender_female': 7016, 'how_long': 7050, 'name': 6711, 'relation': 7003, 'when': 7042, 'where': 6987})	(1913, {'age': 1, 'close_contact': 7, 'gender_male': 16, 'gender_female': 19, 'how_long': 6, 'name': 98, 'relation': 17, 'when': 9, 'where': 28}, {'age': 1912, 'close_contact': 1906, 'gender_male': 1897, 'gender_female': 1894, 'how_long': 1907, 'name': 1815, 'relation': 1896, 'when': 1904, 'where': 1885})	(3166, {'age': 3, 'close_contact': 11, 'gender_male': 51, 'gender_female': 20, 'how_long': 3, 'name': 148, 'relation': 24, 'when': 7, 'where': 21}, {'age': 3163, 'close_contact': 3155, 'gender_male': 3115, 'gender_female': 3146, 'how_long': 3163, 'name': 3018, 'relation': 3142, 'when': 3159, 'where': 3145})	MultiTaskBertForCovidEntityClassification	0.9955780164245104	[[3151, 4], [10, 1]]	0.12500000000000003	282.0	95.39007092198581	95.39007092198581	10.0	10.0	10.0	0.5	7.0	0.0	0.0	0.0	0.0	1.0	7.0	11.0	0.12500000000000003	0.2	0.09090909090909091	1.0	4.0	10.0
tested_negative	gender_male	(7064, {'age': 10, 'close_contact': 40, 'gender_male': 124, 'gender_female': 48, 'how_long': 14, 'name': 353, 'relation': 61, 'when': 22, 'where': 77}, {'age': 7054, 'close_contact': 7024, 'gender_male': 6940, 'gender_female': 7016, 'how_long': 7050, 'name': 6711, 'relation': 7003, 'when': 7042, 'where': 6987})	(1913, {'age': 1, 'close_contact': 7, 'gender_male': 16, 'gender_female': 19, 'how_long': 6, 'name': 98, 'relation': 17, 'when': 9, 'where': 28}, {'age': 1912, 'close_contact': 1906, 'gender_male': 1897, 'gender_female': 1894, 'how_long': 1907, 'name': 1815, 'relation': 1896, 'when': 1904, 'where': 1885})	(3166, {'age': 3, 'close_contact': 11, 'gender_male': 51, 'gender_female': 20, 'how_long': 3, 'name': 148, 'relation': 24, 'when': 7, 'where': 21}, {'age': 3163, 'close_contact': 3155, 'gender_male': 3115, 'gender_female': 3146, 'how_long': 3163, 'name': 3018, 'relation': 3142, 'when': 3159, 'where': 3145})	MultiTaskBertForCovidEntityClassification	0.9902084649399874	[[3104, 11], [20, 31]]	0.6666666666666666	287.0	90.94076655052265	91.7905536198219	49.0	63.265306122448976	68.24263038548753	0.7	16.0	0.7027027027027026	0.6190476190476191	0.8125	13.0	8.0	3.0	51.0	0.6521739130434783	0.7317073170731707	0.5882352941176471	30.0	11.0	21.0
tested_negative	gender_female	(7064, {'age': 10, 'close_contact': 40, 'gender_male': 124, 'gender_female': 48, 'how_long': 14, 'name': 353, 'relation': 61, 'when': 22, 'where': 77}, {'age': 7054, 'close_contact': 7024, 'gender_male': 6940, 'gender_female': 7016, 'how_long': 7050, 'name': 6711, 'relation': 7003, 'when': 7042, 'where': 6987})	(1913, {'age': 1, 'close_contact': 7, 'gender_male': 16, 'gender_female': 19, 'how_long': 6, 'name': 98, 'relation': 17, 'when': 9, 'where': 28}, {'age': 1912, 'close_contact': 1906, 'gender_male': 1897, 'gender_female': 1894, 'how_long': 1907, 'name': 1815, 'relation': 1896, 'when': 1904, 'where': 1885})	(3166, {'age': 3, 'close_contact': 11, 'gender_male': 51, 'gender_female': 20, 'how_long': 3, 'name': 148, 'relation': 24, 'when': 7, 'where': 21}, {'age': 3163, 'close_contact': 3155, 'gender_male': 3115, 'gender_female': 3146, 'how_long': 3163, 'name': 3018, 'relation': 3142, 'when': 3159, 'where': 3145})	MultiTaskBertForCovidEntityClassification	0.9943145925457991	[[3136, 10], [8, 12]]	0.5714285714285713	286.0	95.1048951048951	95.47785547785548	20.0	65.0	70.33333333333334	0.3	19.0	0.8333333333333333	0.8823529411764706	0.7894736842105263	15.0	2.0	4.0	20.0	0.6046511627906976	0.5652173913043478	0.65	13.0	10.0	7.0
tested_negative	how_long	(7064, {'age': 10, 'close_contact': 40, 'gender_male': 124, 'gender_female': 48, 'how_long': 14, 'name': 353, 'relation': 61, 'when': 22, 'where': 77}, {'age': 7054, 'close_contact': 7024, 'gender_male': 6940, 'gender_female': 7016, 'how_long': 7050, 'name': 6711, 'relation': 7003, 'when': 7042, 'where': 6987})	(1913, {'age': 1, 'close_contact': 7, 'gender_male': 16, 'gender_female': 19, 'how_long': 6, 'name': 98, 'relation': 17, 'when': 9, 'where': 28}, {'age': 1912, 'close_contact': 1906, 'gender_male': 1897, 'gender_female': 1894, 'how_long': 1907, 'name': 1815, 'relation': 1896, 'when': 1904, 'where': 1885})	(3166, {'age': 3, 'close_contact': 11, 'gender_male': 51, 'gender_female': 20, 'how_long': 3, 'name': 148, 'relation': 24, 'when': 7, 'where': 21}, {'age': 3163, 'close_contact': 3155, 'gender_male': 3115, 'gender_female': 3146, 'how_long': 3163, 'name': 3018, 'relation': 3142, 'when': 3159, 'where': 3145})	MultiTaskBertForCovidEntityClassification	0.9987365761212887	[[3162, 1], [3, 0]]	0.0	282.0	98.58156028368795	98.58156028368795	3.0	0.0	0.0	0.5	6.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	1.0	3.0
tested_negative	name	(7064, {'age': 10, 'close_contact': 40, 'gender_male': 124, 'gender_female': 48, 'how_long': 14, 'name': 353, 'relation': 61, 'when': 22, 'where': 77}, {'age': 7054, 'close_contact': 7024, 'gender_male': 6940, 'gender_female': 7016, 'how_long': 7050, 'name': 6711, 'relation': 7003, 'when': 7042, 'where': 6987})	(1913, {'age': 1, 'close_contact': 7, 'gender_male': 16, 'gender_female': 19, 'how_long': 6, 'name': 98, 'relation': 17, 'when': 9, 'where': 28}, {'age': 1912, 'close_contact': 1906, 'gender_male': 1897, 'gender_female': 1894, 'how_long': 1907, 'name': 1815, 'relation': 1896, 'when': 1904, 'where': 1885})	(3166, {'age': 3, 'close_contact': 11, 'gender_male': 51, 'gender_female': 20, 'how_long': 3, 'name': 148, 'relation': 24, 'when': 7, 'where': 21}, {'age': 3163, 'close_contact': 3155, 'gender_male': 3115, 'gender_female': 3146, 'how_long': 3163, 'name': 3018, 'relation': 3142, 'when': 3159, 'where': 3145})	MultiTaskBertForCovidEntityClassification	0.9706253948199621	[[2973, 45], [48, 100]]	0.6825938566552902	308.0	75.64935064935065	79.02777777777777	162.0	62.34567901234568	68.76886145404664	0.5	98.0	0.6972477064220183	0.6333333333333333	0.7755102040816326	76.0	44.0	22.0	148.0	0.6825938566552902	0.6896551724137931	0.6756756756756757	100.0	45.0	48.0
tested_negative	relation	(7064, {'age': 10, 'close_contact': 40, 'gender_male': 124, 'gender_female': 48, 'how_long': 14, 'name': 353, 'relation': 61, 'when': 22, 'where': 77}, {'age': 7054, 'close_contact': 7024, 'gender_male': 6940, 'gender_female': 7016, 'how_long': 7050, 'name': 6711, 'relation': 7003, 'when': 7042, 'where': 6987})	(1913, {'age': 1, 'close_contact': 7, 'gender_male': 16, 'gender_female': 19, 'how_long': 6, 'name': 98, 'relation': 17, 'when': 9, 'where': 28}, {'age': 1912, 'close_contact': 1906, 'gender_male': 1897, 'gender_female': 1894, 'how_long': 1907, 'name': 1815, 'relation': 1896, 'when': 1904, 'where': 1885})	(3166, {'age': 3, 'close_contact': 11, 'gender_male': 51, 'gender_female': 20, 'how_long': 3, 'name': 148, 'relation': 24, 'when': 7, 'where': 21}, {'age': 3163, 'close_contact': 3155, 'gender_male': 3115, 'gender_female': 3146, 'how_long': 3163, 'name': 3018, 'relation': 3142, 'when': 3159, 'where': 3145})	MultiTaskBertForCovidEntityClassification	0.9958938723941883	[[3137, 5], [8, 16]]	0.7111111111111111	284.0	97.1830985915493	97.35915492957747	22.0	77.27272727272727	79.54545454545455	0.5	17.0	0.6046511627906976	0.5	0.7647058823529411	13.0	13.0	4.0	24.0	0.7111111111111111	0.7619047619047619	0.6666666666666666	16.0	5.0	8.0
tested_negative	when	(7064, {'age': 10, 'close_contact': 40, 'gender_male': 124, 'gender_female': 48, 'how_long': 14, 'name': 353, 'relation': 61, 'when': 22, 'where': 77}, {'age': 7054, 'close_contact': 7024, 'gender_male': 6940, 'gender_female': 7016, 'how_long': 7050, 'name': 6711, 'relation': 7003, 'when': 7042, 'where': 6987})	(1913, {'age': 1, 'close_contact': 7, 'gender_male': 16, 'gender_female': 19, 'how_long': 6, 'name': 98, 'relation': 17, 'when': 9, 'where': 28}, {'age': 1912, 'close_contact': 1906, 'gender_male': 1897, 'gender_female': 1894, 'how_long': 1907, 'name': 1815, 'relation': 1896, 'when': 1904, 'where': 1885})	(3166, {'age': 3, 'close_contact': 11, 'gender_male': 51, 'gender_female': 20, 'how_long': 3, 'name': 148, 'relation': 24, 'when': 7, 'where': 21}, {'age': 3163, 'close_contact': 3155, 'gender_male': 3115, 'gender_female': 3146, 'how_long': 3163, 'name': 3018, 'relation': 3142, 'when': 3159, 'where': 3145})	MultiTaskBertForCovidEntityClassification	0.9974731522425774	[[3158, 1], [7, 0]]	0.0	282.0	97.87234042553192	97.87234042553192	5.0	0.0	0.0	0.5	9.0	0.0	0.0	0.0	0.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	1.0	7.0
tested_negative	where	(7064, {'age': 10, 'close_contact': 40, 'gender_male': 124, 'gender_female': 48, 'how_long': 14, 'name': 353, 'relation': 61, 'when': 22, 'where': 77}, {'age': 7054, 'close_contact': 7024, 'gender_male': 6940, 'gender_female': 7016, 'how_long': 7050, 'name': 6711, 'relation': 7003, 'when': 7042, 'where': 6987})	(1913, {'age': 1, 'close_contact': 7, 'gender_male': 16, 'gender_female': 19, 'how_long': 6, 'name': 98, 'relation': 17, 'when': 9, 'where': 28}, {'age': 1912, 'close_contact': 1906, 'gender_male': 1897, 'gender_female': 1894, 'how_long': 1907, 'name': 1815, 'relation': 1896, 'when': 1904, 'where': 1885})	(3166, {'age': 3, 'close_contact': 11, 'gender_male': 51, 'gender_female': 20, 'how_long': 3, 'name': 148, 'relation': 24, 'when': 7, 'where': 21}, {'age': 3163, 'close_contact': 3155, 'gender_male': 3115, 'gender_female': 3146, 'how_long': 3163, 'name': 3018, 'relation': 3142, 'when': 3159, 'where': 3145})	MultiTaskBertForCovidEntityClassification	0.9930511686670878	[[3134, 11], [11, 10]]	0.47619047619047616	285.0	92.98245614035088	93.15789473684211	22.0	45.45454545454545	47.72727272727273	0.9	28.0	0.6296296296296297	0.6538461538461539	0.6071428571428571	17.0	9.0	11.0	22.0	0.43902439024390244	0.47368421052631576	0.4090909090909091	9.0	10.0	13.0
can_not_test	name	(8313, {'name': 292, 'relation': 120, 'symptoms': 166, 'when': 11, 'where': 74}, {'name': 8021, 'relation': 8193, 'symptoms': 8147, 'when': 8302, 'where': 8239})	(2172, {'name': 86, 'relation': 31, 'symptoms': 47, 'when': 2, 'where': 24}, {'name': 2086, 'relation': 2141, 'symptoms': 2125, 'when': 2170, 'where': 2148})	(3286, {'name': 126, 'relation': 44, 'symptoms': 56, 'when': 4, 'where': 39}, {'name': 3160, 'relation': 3242, 'symptoms': 3230, 'when': 3282, 'where': 3247})	MultiTaskBertForCovidEntityClassification	0.9668289713937919	[[3104, 56], [53, 73]]	0.5725490196078431	308.0	71.75324675324676	74.04220779220778	144.0	50.69444444444444	55.590277777777786	0.8	86.0	0.6127167630057804	0.6091954022988506	0.6162790697674418	53.0	34.0	33.0	126.0	0.5726141078838175	0.6	0.5476190476190477	69.0	46.0	57.0
can_not_test	relation	(8313, {'name': 292, 'relation': 120, 'symptoms': 166, 'when': 11, 'where': 74}, {'name': 8021, 'relation': 8193, 'symptoms': 8147, 'when': 8302, 'where': 8239})	(2172, {'name': 86, 'relation': 31, 'symptoms': 47, 'when': 2, 'where': 24}, {'name': 2086, 'relation': 2141, 'symptoms': 2125, 'when': 2170, 'where': 2148})	(3286, {'name': 126, 'relation': 44, 'symptoms': 56, 'when': 4, 'where': 39}, {'name': 3160, 'relation': 3242, 'symptoms': 3230, 'when': 3282, 'where': 3247})	MultiTaskBertForCovidEntityClassification	0.9850882531953743	[[3214, 28], [21, 23]]	0.48421052631578954	294.0	88.43537414965986	89.68820861678006	40.0	57.5	66.70833333333333	0.9	31.0	0.6285714285714286	0.5641025641025641	0.7096774193548387	22.0	17.0	9.0	44.0	0.49462365591397844	0.46938775510204084	0.5227272727272727	23.0	26.0	21.0
can_not_test	symptoms	(8313, {'name': 292, 'relation': 120, 'symptoms': 166, 'when': 11, 'where': 74}, {'name': 8021, 'relation': 8193, 'symptoms': 8147, 'when': 8302, 'where': 8239})	(2172, {'name': 86, 'relation': 31, 'symptoms': 47, 'when': 2, 'where': 24}, {'name': 2086, 'relation': 2141, 'symptoms': 2125, 'when': 2170, 'where': 2148})	(3286, {'name': 126, 'relation': 44, 'symptoms': 56, 'when': 4, 'where': 39}, {'name': 3160, 'relation': 3242, 'symptoms': 3230, 'when': 3282, 'where': 3247})	MultiTaskBertForCovidEntityClassification	0.9856968959220938	[[3208, 22], [25, 31]]	0.5688073394495413	290.0	87.93103448275862	88.65517241379311	57.0	54.3859649122807	58.070175438596486	0.9	47.0	0.6666666666666666	0.6976744186046512	0.6382978723404256	30.0	13.0	17.0	56.0	0.5800000000000001	0.6590909090909091	0.5178571428571429	29.0	15.0	27.0
can_not_test	when	(8313, {'name': 292, 'relation': 120, 'symptoms': 166, 'when': 11, 'where': 74}, {'name': 8021, 'relation': 8193, 'symptoms': 8147, 'when': 8302, 'where': 8239})	(2172, {'name': 86, 'relation': 31, 'symptoms': 47, 'when': 2, 'where': 24}, {'name': 2086, 'relation': 2141, 'symptoms': 2125, 'when': 2170, 'where': 2148})	(3286, {'name': 126, 'relation': 44, 'symptoms': 56, 'when': 4, 'where': 39}, {'name': 3160, 'relation': 3242, 'symptoms': 3230, 'when': 3282, 'where': 3247})	MultiTaskBertForCovidEntityClassification	0.9975654290931223	[[3275, 7], [1, 3]]	0.4285714285714285	280.0	97.14285714285714	97.14285714285714	4.0	75.0	75.0	0.7	2.0	0.5	0.5	0.5	1.0	1.0	1.0	4.0	0.46153846153846156	0.3333333333333333	0.75	3.0	6.0	1.0
can_not_test	where	(8313, {'name': 292, 'relation': 120, 'symptoms': 166, 'when': 11, 'where': 74}, {'name': 8021, 'relation': 8193, 'symptoms': 8147, 'when': 8302, 'where': 8239})	(2172, {'name': 86, 'relation': 31, 'symptoms': 47, 'when': 2, 'where': 24}, {'name': 2086, 'relation': 2141, 'symptoms': 2125, 'when': 2170, 'where': 2148})	(3286, {'name': 126, 'relation': 44, 'symptoms': 56, 'when': 4, 'where': 39}, {'name': 3160, 'relation': 3242, 'symptoms': 3230, 'when': 3282, 'where': 3247})	MultiTaskBertForCovidEntityClassification	0.9917833231892879	[[3235, 12], [15, 24]]	0.64	283.0	91.51943462897526	92.57950530035336	42.0	57.142857142857146	64.28571428571429	0.4	24.0	0.7586206896551724	0.6470588235294118	0.9166666666666666	22.0	12.0	2.0	39.0	0.64	0.6666666666666666	0.6153846153846154	24.0	12.0	15.0
death	age	(8375, {'age': 64, 'name': 278, 'relation': 21, 'symptoms': 6, 'when': 52, 'where': 141}, {'age': 8311, 'name': 8097, 'relation': 8354, 'symptoms': 8369, 'when': 8323, 'where': 8234})	(2071, {'age': 17, 'name': 66, 'relation': 10, 'symptoms': 1, 'when': 15, 'where': 36}, {'age': 2054, 'name': 2005, 'relation': 2061, 'symptoms': 2070, 'when': 2056, 'where': 2035})	(3477, {'age': 29, 'name': 136, 'relation': 25, 'symptoms': 4, 'when': 43, 'where': 57}, {'age': 3448, 'name': 3341, 'relation': 3452, 'symptoms': 3473, 'when': 3434, 'where': 3420})	MultiTaskBertForCovidEntityClassification	0.995398331895312	[[3438, 10], [6, 23]]	0.7419354838709677	309.0	95.14563106796116	96.3969795037756	35.0	65.71428571428571	76.76190476190476	0.3	17.0	0.9032258064516129	1.0	0.8235294117647058	14.0	0.0	3.0	29.0	0.7301587301587301	0.6764705882352942	0.7931034482758621	23.0	11.0	6.0
death	name	(8375, {'age': 64, 'name': 278, 'relation': 21, 'symptoms': 6, 'when': 52, 'where': 141}, {'age': 8311, 'name': 8097, 'relation': 8354, 'symptoms': 8369, 'when': 8323, 'where': 8234})	(2071, {'age': 17, 'name': 66, 'relation': 10, 'symptoms': 1, 'when': 15, 'where': 36}, {'age': 2054, 'name': 2005, 'relation': 2061, 'symptoms': 2070, 'when': 2056, 'where': 2035})	(3477, {'age': 29, 'name': 136, 'relation': 25, 'symptoms': 4, 'when': 43, 'where': 57}, {'age': 3448, 'name': 3341, 'relation': 3452, 'symptoms': 3473, 'when': 3434, 'where': 3420})	MultiTaskBertForCovidEntityClassification	0.9741156169111302	[[3284, 57], [33, 103]]	0.6959459459459459	341.0	76.24633431085044	80.57074727162704	168.0	61.30952380952381	70.08705249776679	0.1	66.0	0.7142857142857143	0.625	0.8333333333333334	55.0	33.0	11.0	136.0	0.6964856230031948	0.615819209039548	0.8014705882352942	109.0	68.0	27.0
death	relation	(8375, {'age': 64, 'name': 278, 'relation': 21, 'symptoms': 6, 'when': 52, 'where': 141}, {'age': 8311, 'name': 8097, 'relation': 8354, 'symptoms': 8369, 'when': 8323, 'where': 8234})	(2071, {'age': 17, 'name': 66, 'relation': 10, 'symptoms': 1, 'when': 15, 'where': 36}, {'age': 2054, 'name': 2005, 'relation': 2061, 'symptoms': 2070, 'when': 2056, 'where': 2035})	(3477, {'age': 29, 'name': 136, 'relation': 25, 'symptoms': 4, 'when': 43, 'where': 57}, {'age': 3448, 'name': 3341, 'relation': 3452, 'symptoms': 3473, 'when': 3434, 'where': 3420})	MultiTaskBertForCovidEntityClassification	0.995398331895312	[[3450, 2], [14, 11]]	0.5789473684210525	303.0	96.03960396039604	96.03960396039604	21.0	52.38095238095238	52.38095238095238	0.1	10.0	0.6363636363636365	0.5833333333333334	0.7	7.0	5.0	3.0	25.0	0.6511627906976745	0.7777777777777778	0.56	14.0	4.0	11.0
death	symptoms	(8375, {'age': 64, 'name': 278, 'relation': 21, 'symptoms': 6, 'when': 52, 'where': 141}, {'age': 8311, 'name': 8097, 'relation': 8354, 'symptoms': 8369, 'when': 8323, 'where': 8234})	(2071, {'age': 17, 'name': 66, 'relation': 10, 'symptoms': 1, 'when': 15, 'where': 36}, {'age': 2054, 'name': 2005, 'relation': 2061, 'symptoms': 2070, 'when': 2056, 'where': 2035})	(3477, {'age': 29, 'name': 136, 'relation': 25, 'symptoms': 4, 'when': 43, 'where': 57}, {'age': 3448, 'name': 3341, 'relation': 3452, 'symptoms': 3473, 'when': 3434, 'where': 3420})	MultiTaskBertForCovidEntityClassification	0.998849582973828	[[3473, 0], [4, 0]]	0.0	303.0	99.66996699669967	99.66996699669967	1.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0
death	when	(8375, {'age': 64, 'name': 278, 'relation': 21, 'symptoms': 6, 'when': 52, 'where': 141}, {'age': 8311, 'name': 8097, 'relation': 8354, 'symptoms': 8369, 'when': 8323, 'where': 8234})	(2071, {'age': 17, 'name': 66, 'relation': 10, 'symptoms': 1, 'when': 15, 'where': 36}, {'age': 2054, 'name': 2005, 'relation': 2061, 'symptoms': 2070, 'when': 2056, 'where': 2035})	(3477, {'age': 29, 'name': 136, 'relation': 25, 'symptoms': 4, 'when': 43, 'where': 57}, {'age': 3448, 'name': 3341, 'relation': 3452, 'symptoms': 3473, 'when': 3434, 'where': 3420})	MultiTaskBertForCovidEntityClassification	0.9916594765602531	[[3421, 13], [16, 27]]	0.6506024096385542	304.0	91.11842105263158	91.76535087719297	44.0	61.36363636363637	65.83333333333333	0.5	15.0	0.8571428571428571	0.9230769230769231	0.8	12.0	1.0	3.0	43.0	0.6506024096385542	0.675	0.627906976744186	27.0	13.0	16.0
death	where	(8375, {'age': 64, 'name': 278, 'relation': 21, 'symptoms': 6, 'when': 52, 'where': 141}, {'age': 8311, 'name': 8097, 'relation': 8354, 'symptoms': 8369, 'when': 8323, 'where': 8234})	(2071, {'age': 17, 'name': 66, 'relation': 10, 'symptoms': 1, 'when': 15, 'where': 36}, {'age': 2054, 'name': 2005, 'relation': 2061, 'symptoms': 2070, 'when': 2056, 'where': 2035})	(3477, {'age': 29, 'name': 136, 'relation': 25, 'symptoms': 4, 'when': 43, 'where': 57}, {'age': 3448, 'name': 3341, 'relation': 3452, 'symptoms': 3473, 'when': 3434, 'where': 3420})	MultiTaskBertForCovidEntityClassification	0.9870578084555651	[[3386, 34], [11, 46]]	0.6715328467153284	319.0	87.14733542319749	87.89968652037616	70.0	67.14285714285714	70.57142857142857	0.1	36.0	0.6506024096385542	0.574468085106383	0.75	27.0	20.0	9.0	57.0	0.638888888888889	0.5287356321839081	0.8070175438596491	46.0	41.0	11.0
cure	opinion	(7078, {'opinion': 157, 'what_cure': 315, 'who_cure': 205}, {'opinion': 6921, 'what_cure': 6763, 'who_cure': 6873})	(1790, {'opinion': 40, 'what_cure': 94, 'who_cure': 65}, {'opinion': 1750, 'what_cure': 1696, 'who_cure': 1725})	(3049, {'opinion': 61, 'what_cure': 137, 'who_cure': 95}, {'opinion': 2988, 'what_cure': 2912, 'who_cure': 2954})	MultiTaskBertForCovidEntityClassification	0.9793374877008856	[[2947, 41], [22, 39]]	0.5531914893617021	306.0	80.3921568627451	80.3921568627451	58.0	67.24137931034483	67.24137931034483	0.1	40.0	0.5894736842105263	0.509090909090909	0.7	28.0	27.0	12.0	61.0	0.5466666666666666	0.4606741573033708	0.6721311475409836	41.0	48.0	20.0
cure	what_cure	(7078, {'opinion': 157, 'what_cure': 315, 'who_cure': 205}, {'opinion': 6921, 'what_cure': 6763, 'who_cure': 6873})	(1790, {'opinion': 40, 'what_cure': 94, 'who_cure': 65}, {'opinion': 1750, 'what_cure': 1696, 'who_cure': 1725})	(3049, {'opinion': 61, 'what_cure': 137, 'who_cure': 95}, {'opinion': 2988, 'what_cure': 2912, 'who_cure': 2954})	MultiTaskBertForCovidEntityClassification	0.9639225975729747	[[2856, 56], [54, 83]]	0.6014492753623188	340.0	72.94117647058823	77.0691305042516	154.0	55.1948051948052	64.3084699444516	0.1	94.0	0.6914893617021277	0.6914893617021277	0.6914893617021277	65.0	29.0	29.0	137.0	0.6105263157894736	0.5878378378378378	0.635036496350365	87.0	61.0	50.0
cure	who_cure	(7078, {'opinion': 157, 'what_cure': 315, 'who_cure': 205}, {'opinion': 6921, 'what_cure': 6763, 'who_cure': 6873})	(1790, {'opinion': 40, 'what_cure': 94, 'who_cure': 65}, {'opinion': 1750, 'what_cure': 1696, 'who_cure': 1725})	(3049, {'opinion': 61, 'what_cure': 137, 'who_cure': 95}, {'opinion': 2988, 'what_cure': 2912, 'who_cure': 2954})	MultiTaskBertForCovidEntityClassification	0.974417841915382	[[2932, 22], [56, 39]]	0.5	309.0	76.37540453074433	76.66666666666667	97.0	41.23711340206186	42.16494845360825	0.1	65.0	0.5378151260504201	0.5925925925925926	0.49230769230769234	32.0	22.0	33.0	95.0	0.5202312138728323	0.5769230769230769	0.47368421052631576	45.0	33.0	50.0
